split,image_path,width,height,near,far
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00018.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00019.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00020.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00021.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00022.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00023.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00024.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0352_static_depth_L20_f00025.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00018.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00019.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00020.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00021.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00022.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00023.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00024.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0377_static_depth_L20_f00025.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00018.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00019.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00020.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00021.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00022.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00023.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00024.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00025.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00026.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00027.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00028.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00029.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00030.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00031.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00032.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0061_static_depth_L11_f00033.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0122_static_depth_L23_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0122_static_depth_L23_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0122_static_depth_L23_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0122_static_depth_L23_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0122_static_depth_L23_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0122_static_depth_L23_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0122_static_depth_L23_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0122_static_depth_L23_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0122_static_depth_L23_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0122_static_depth_L23_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0122_static_depth_L23_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0122_static_depth_L23_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0122_static_depth_L23_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0122_static_depth_L23_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0122_static_depth_L23_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00018.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00019.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00020.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00021.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00022.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00023.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00024.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00025.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00026.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00027.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00028.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00029.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00030.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00031.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00032.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00033.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00034.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00035.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00036.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00037.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00038.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00039.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00040.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00041.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00042.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00043.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00044.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00045.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00046.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00047.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00048.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00049.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0327_static_depth_L19_f00050.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00018.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00019.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00020.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00021.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00022.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0322_static_depth_L20_f00023.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00018.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00019.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0207_static_depth_L20_f00020.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00018.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00019.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00020.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00021.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00022.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00023.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00024.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00025.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00026.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00027.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00028.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0375_static_depth_L19_f00029.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0137_static_depth_L23_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00018.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00019.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00020.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00021.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00022.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0268_static_depth_L20_f00023.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00000.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00001.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00002.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00003.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00004.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00005.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00006.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00007.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00008.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00009.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00010.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00011.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00012.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00013.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00014.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00015.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00016.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00017.png,480,270,0.4,20.0
train,datasets/static_frames_480x270/train/episode_0264_static_depth_L19_f00018.png,480,270,0.4,20.0
